Symbol	Entrez	Ensembl
ALOX15P1	100652883	
ALOX15P2	642959	ENSG00000188101
ALOXE3	59344	ENSG00000179148
ALOXE3P1	100420216	
ALPI	248	ENSG00000163295
ALPK1	80216	ENSG00000073331
ALPK2	115701	ENSG00000198796
ALPK3	57538	ENSG00000136383
ALPL	249	ENSG00000162551
ALPP	250	ENSG00000163283
ALPPL2	251	ENSG00000163286
ALPPP		
ALS2	57679	ENSG00000003393
ALS2CL	259173	ENSG00000178038
ALS2CR11	151254	ENSG00000155754
ALS2CR12	130540	ENSG00000155749
ALS3		
ALS5		
ALS7	406238	
ALX1	8092	
ALX3	257	ENSG00000156150
ALX4	60529	ENSG00000052850
ALYREF	10189	ENSG00000183684
AMACR	23600	ENSG00000242110
AMBN	258	ENSG00000178522
AMBP	259	ENSG00000106927
AMBRA1	55626	ENSG00000110497
AMCN		
AMD1	262	ENSG00000123505
AMD1P1	100133024	ENSG00000228339
AMDHD1	144193	
AMDHD2	51005	ENSG00000162066
AMDP1	263	ENSG00000237801
AMELX	265	ENSG00000125363
AMELY	266	ENSG00000099721
AMER1	139285	ENSG00000184675
AMER2	219287	ENSG00000165566
AMER3	205147	ENSG00000178171
AMFR	267	ENSG00000159461
AMH	268	
AMHR2	269	
AMICA1	120425	
AMIGO1	57463	ENSG00000181754
AMIGO2	347902	
AMIGO3	386724	ENSG00000176020
AMLCR2		
AMMECR1	9949	ENSG00000101935
AMMECR1-IT1		ENSG00000224142
AMMECR1L	83607	ENSG00000144233
AMMECR1LP1	100420921	ENSG00000233273
AMN	81693	ENSG00000166126
AMN1	196394	ENSG00000151743
AMOT	154796	ENSG00000126016
AMOTL1	154810	
AMOTL2	51421	ENSG00000114019
AMPD1	270	ENSG00000116748
AMPD2	271	ENSG00000116337
AMPD3	272	
AMPH	273	ENSG00000078053
AMT	275	ENSG00000145020
AMTN	401138	ENSG00000187689
AMY1A	276	ENSG00000237763
AMY1B	277	ENSG00000174876
AMY1C	278	ENSG00000187733
AMY2A	279	ENSG00000243480
AMY2B	280	ENSG00000240038
AMYP1	281	ENSG00000227408
AMZ1	155185	ENSG00000174945
AMZ2	51321	ENSG00000196704
AMZ2P1	201283	ENSG00000214174
AMZ2P2	100421018	ENSG00000219249
ANAPC1	64682	ENSG00000153107
ANAPC1P1	100286979	ENSG00000233673
ANAPC2	29882	ENSG00000176248
ANAPC4	29945	ENSG00000053900
ANAPC5	51433	ENSG00000089053
ANAPC7	51434	ENSG00000196510
ANAPC10	10393	ENSG00000164162
ANAPC10P1	729198	ENSG00000213735
ANAPC11	51529	
ANAPC13	25847	
ANAPC15	25906	ENSG00000110200
ANAPC16	119504	ENSG00000166295
ANCR		
ANG	283	ENSG00000214274
ANGEL1	23357	ENSG00000013523
ANGEL2	90806	ENSG00000174606
ANGPT1	284	ENSG00000154188
ANGPT2	285	ENSG00000091879
ANGPT4	51378	ENSG00000101280
ANGPTL1	9068	ENSG00000116194
ANGPTL2	23452	ENSG00000136859
ANGPTL3	27329	ENSG00000132855
ANGPTL4	51129	
ANGPTL5	253935	
ANGPTL6	83854	
ANGPTL7	10218	ENSG00000171819
ANHX	647589	ENSG00000227059
ANIB1	116833	
ANIB2	449013	
ANIB3	497657	
ANIB4		
ANK1	286	ENSG00000029534
ANK2	287	ENSG00000145362
ANK3	288	ENSG00000151150
ANKAR	150709	ENSG00000151687
ANKDD1A	348094	ENSG00000166839
ANKDD1B	728780	ENSG00000189045
ANKEF1	63926	ENSG00000132623
ANKFN1	162282	ENSG00000153930
ANKFY1	51479	ENSG00000185722
ANKH	56172	ENSG00000154122
ANKHD1	54882	ENSG00000131503
ANKHD1-EIF4EBP3	404734	ENSG00000254996
ANKIB1	54467	ENSG00000001629
ANKK1	255239	ENSG00000170209
ANKLE1	126549	ENSG00000160117
ANKLE2	23141	ENSG00000176915
ANKMY1	51281	ENSG00000144504
ANKMY2	57037	ENSG00000106524
ANKRA2	57763	ENSG00000164331
ANKRD1	27063	ENSG00000148677
ANKRD2	26287	ENSG00000165887
ANKRD6	22881	ENSG00000135299
ANKRD7	56311	ENSG00000106013
ANKRD9		
ANKRD10	55608	ENSG00000088448
ANKRD10-IT1	100505494	ENSG00000229152
ANKRD11	29123	
ANKRD12	23253	ENSG00000101745
ANKRD13A	88455	
ANKRD13B	124930	ENSG00000198720
ANKRD13C	81573	ENSG00000118454
ANKRD13D	338692	ENSG00000172932
ANKRD16	54522	ENSG00000134461
ANKRD17	26057	ENSG00000132466
ANKRD18A	253650	ENSG00000180071
ANKRD18B	441459	ENSG00000230453
ANKRD18CP	100287922	ENSG00000159712
ANKRD18DP	348840	ENSG00000226435
ANKRD18EP	100131031	ENSG00000217165
ANKRD19P	138649	ENSG00000187984
ANKRD20A1	84210	ENSG00000196774
ANKRD20A2	441430	ENSG00000183148
ANKRD20A3	441425	ENSG00000132498
ANKRD20A4	728747	ENSG00000172014
ANKRD20A5P	440482	ENSG00000186481
ANKRD20A6P	728157	
ANKRD20A7P	653436	ENSG00000236816
ANKRD20A8P	729171	ENSG00000229089
ANKRD20A9P	284232	ENSG00000206192
ANKRD20A10P	100421422	ENSG00000226695
ANKRD20A11P	391267	ENSG00000215559
ANKRD20A12P	100874392	ENSG00000242676
ANKRD20A13P	100132733	
ANKRD20A14P	100533719	ENSG00000232745
ANKRD20A15P	100533720	
ANKRD20A16P	100421427	
ANKRD20A17P	100421363	ENSG00000251056
ANKRD20A18P	391269	ENSG00000249493
ANKRD20A19P	400110	ENSG00000196593
ANKRD20A20P	728788	
ANKRD22	118932	ENSG00000152766
ANKRD23	200539	ENSG00000163126
ANKRD24	170961	
ANKRD26	22852	ENSG00000107890
ANKRD26P1	124149	ENSG00000261239
ANKRD26P2	646929	ENSG00000235550
ANKRD26P3	100101938	ENSG00000237636
ANKRD26P4	100873882	ENSG00000229427
ANKRD27	84079	
ANKRD28	23243	ENSG00000206560
ANKRD29	147463	ENSG00000154065
ANKRD30A	91074	ENSG00000148513
ANKRD30B	374860	ENSG00000180777
ANKRD30BL	554226	ENSG00000163046
ANKRD30BP1	642460	ENSG00000175302
ANKRD30BP2	149992	ENSG00000224309
ANKRD30BP3	338579	ENSG00000230501
ANKRD31	256006	ENSG00000145700
ANKRD32	84250	ENSG00000133302
ANKRD33	341405	
ANKRD33B	651746	ENSG00000164236
ANKRD33B-AS1		ENSG00000250106
ANKRD34A	284615	ENSG00000181039
ANKRD34B	340120	ENSG00000189127
ANKRD34C	390616	ENSG00000235711
ANKRD35	148741	ENSG00000198483
ANKRD36	375248	ENSG00000135976
ANKRD36B	57730	ENSG00000196912
ANKRD36BP1	84832	ENSG00000214262
ANKRD36BP2	645784	ENSG00000230006
ANKRD36C	400986	ENSG00000174501
ANKRD36P1	100132420	ENSG00000188399
ANKRD37	353322	
ANKRD39	51239	ENSG00000213337
ANKRD40	91369	ENSG00000154945
ANKRD42	338699	ENSG00000137494
ANKRD44	91526	ENSG00000065413
ANKRD44-IT1	101927547	ENSG00000236977
ANKRD45	339416	ENSG00000183831
ANKRD46	157567	
ANKRD49	54851	
ANKRD50	57182	ENSG00000151458
ANKRD52	283373	ENSG00000139645
ANKRD53	79998	ENSG00000144031
ANKRD54	129138	ENSG00000100124
ANKRD54P1	100419962	ENSG00000236442
ANKRD55	79722	ENSG00000164512
ANKRD57P1	100131984	
ANKRD60	140731	ENSG00000124227
ANKRD61		ENSG00000157999
ANKRD62	342850	ENSG00000181626
ANKRD62P1		ENSG00000259271
ANKRD62P1-PARP4P3	23783	ENSG00000189295
ANKRD63	100131244	ENSG00000230778
ANKRD65	441869	ENSG00000235098
ANKRD66	100287718	ENSG00000230062
ANKS1A	23294	ENSG00000064999
ANKS1B	56899	
ANKS3	124401	ENSG00000168096
ANKS4B	257629	
ANKS6	203286	ENSG00000165138
ANKUB1	389161	ENSG00000206199
ANKZF1	55139	ENSG00000163516
ANLN	54443	ENSG00000011426
ANO1	55107	ENSG00000131620
ANO1-AS1		ENSG00000254902
ANO1-AS2	100009613	ENSG00000254417
ANO2	57101	
ANO3	63982	ENSG00000134343
ANO4	121601	ENSG00000151572
ANO5	203859	ENSG00000171714
ANO6	196527	
ANO7	50636	ENSG00000146205
ANO7P1	101927546	ENSG00000237276
ANO8	57719	
ANO9	338440	ENSG00000185101
ANO10	55129	ENSG00000160746
ANOP1		
ANP32A	8125	ENSG00000140350
ANP32A-IT1	80035	
ANP32AP1	723972	ENSG00000259516
ANP32B	10541	ENSG00000136938
ANP32BP1	646791	ENSG00000259790
ANP32BP2	100130708	ENSG00000231801
ANP32BP3	100652899	ENSG00000259461
ANP32C	23520	ENSG00000248546
ANP32D	23519	ENSG00000139223
ANP32E	81611	ENSG00000143401
ANPEP	290	ENSG00000166825
ANTXR1	84168	ENSG00000169604
ANTXR2	118429	ENSG00000163297
ANTXRL	195977	ENSG00000198250
ANTXRLP1	100996567	ENSG00000243536
ANXA1	301	ENSG00000135046
ANXA2	302	ENSG00000182718
ANXA2P1	303	
ANXA2P2	304	ENSG00000231991
ANXA2P3	305	
ANXA2R	389289	ENSG00000177721
ANXA3	306	ENSG00000138772
ANXA4	307	ENSG00000196975
ANXA5	308	ENSG00000164111
ANXA6	309	ENSG00000197043
ANXA7	310	ENSG00000138279
ANXA8	653145	ENSG00000165390
ANXA8L1	728113	ENSG00000150165
ANXA9	8416	ENSG00000143412
ANXA10	11199	ENSG00000109511
ANXA11	311	ENSG00000122359
ANXA13	312	ENSG00000104537
AOAH	313	ENSG00000136250
AOAH-IT1		ENSG00000230539
AOC1	26	ENSG00000002726
AOC2	314	
AOC3	8639	
AOC4P	90586	ENSG00000260105
AOX1	316	ENSG00000138356
AOX2P	344454	ENSG00000243478
AOX3P		ENSG00000244301
AP1AR	55435	ENSG00000138660
AP1B1	162	ENSG00000100280
AP1B1P1	23782	ENSG00000234479
AP1B1P2	23781	ENSG00000232707
AP1G1	164	
AP1G2	8906	ENSG00000213983
AP1M1	8907	
AP1M2	10053	
AP1S1	1174	ENSG00000106367
AP1S2	8905	ENSG00000182287
AP1S2P1		ENSG00000226046
AP1S3	130340	ENSG00000152056
AP2A1	160	
AP2A2	161	ENSG00000183020
AP2B1	163	ENSG00000006125
AP2M1	1173	ENSG00000161203
AP2S1	1175	
AP3B1	8546	ENSG00000132842
AP3B2	8120	ENSG00000103723
AP3D1	8943	ENSG00000065000
AP3M1	26985	ENSG00000185009
AP3M2	10947	ENSG00000070718
AP3S1	1176	ENSG00000177879
AP3S2	10239	ENSG00000157823
AP4B1	10717	ENSG00000134262
AP4B1-AS1	100287722	ENSG00000226167
AP4E1	23431	ENSG00000081014
AP4M1	9179	ENSG00000221838
AP4S1	11154	ENSG00000100478
AP5B1	91056	ENSG00000254470
AP5M1	55745	ENSG00000053770
AP5S1	55317	ENSG00000125843
AP5Z1	9907	ENSG00000242802
APAF1	317	
APBA1	320	ENSG00000107282
APBA2	321	ENSG00000034053
APBA3	9546	
APBB1	322	
APBB1IP	54518	ENSG00000077420
APBB2	323	ENSG00000163697
APBB3	10307	ENSG00000113108
APC	324	ENSG00000134982
APC2	10297	ENSG00000115266
APCDD1	147495	ENSG00000154856
APCDD1L	164284	ENSG00000198768
APCDD1L-AS1	149773	ENSG00000231290
APCS	325	ENSG00000132703
APEH	327	ENSG00000164062
APELA	100506013	ENSG00000248329
APEX1	328	ENSG00000100823
APEX2	27301	ENSG00000169188
APH1A	51107	ENSG00000117362
APH1B	83464	ENSG00000138613
API5	8539	ENSG00000166181
API5P1	642812	ENSG00000234558
API5P2	728664	ENSG00000213962
APIP	51074	
APITD1	378708	ENSG00000175279
APITD1-CORT	100526739	ENSG00000251503
APLF	200558	ENSG00000169621
APLN	8862	ENSG00000171388
APLNR	187	ENSG00000134817
APLP1	333	
APLP2	334	ENSG00000084234
APMAP	57136	ENSG00000101474
APOA1	335	ENSG00000118137
APOA1-AS		ENSG00000235910
APOA1BP	128240	ENSG00000163382
APOA2	336	ENSG00000158874
APOA4	337	ENSG00000110244
APOA5		ENSG00000110243
APOB	338	ENSG00000084674
APOBEC1	339	ENSG00000111701
APOBEC2	10930	ENSG00000124701
APOBEC3A	200315	ENSG00000128383
APOBEC3AP1		ENSG00000248822
APOBEC3A_B	100913187	
APOBEC3B	9582	ENSG00000179750
APOBEC3B-AS1		ENSG00000249310
APOBEC3C	27350	ENSG00000244509
APOBEC3D	140564	ENSG00000243811
APOBEC3F	200316	ENSG00000128394
APOBEC3G	60489	ENSG00000239713
APOBEC3H	164668	ENSG00000100298
APOBEC4	403314	ENSG00000173627
APOBR	55911	ENSG00000184730
APOC1	341	
APOC1P1	342	ENSG00000214855
APOC2	344	ENSG00000234906
APOC3	345	ENSG00000110245
APOC4	346	ENSG00000267467
APOC4-APOC2	100533990	ENSG00000224916
APOD	347	ENSG00000189058
APOE	348	ENSG00000130203
APOF	319	
APOH	350	
APOL1	8542	ENSG00000100342
APOL2	23780	ENSG00000128335
APOL3	80833	ENSG00000128284
APOL4	80832	ENSG00000100336
APOL5	80831	ENSG00000128313
APOL6	80830	ENSG00000221963
APOLD1	81575	ENSG00000178878
APOM	55937	ENSG00000204444
APOO	79135	ENSG00000184831
APOOL	139322	ENSG00000155008
APOOP1	100286948	
APOOP2	100129005	ENSG00000240902
APOOP3	100131528	ENSG00000255700
APOOP4	100128725	ENSG00000248122
APOOP5	644649	ENSG00000260013
APOPT1	84334	ENSG00000256053
APP	351	ENSG00000142192
APPBP2	10513	ENSG00000062725
APPL1	26060	ENSG00000157500
APPL2	55198	ENSG00000136044
APRT	353	
APTR	100505854	ENSG00000214293
APTX	54840	ENSG00000137074
AQP1	358	ENSG00000240583
AQP2	359	
AQP3	360	ENSG00000165272
AQP4	361	ENSG00000171885
AQP4-AS1	147429	ENSG00000260372
AQP5	362	
AQP6	363	ENSG00000086159
AQP7	364	ENSG00000165269
AQP7P1	375719	ENSG00000186466
AQP7P2	389756	ENSG00000181997
AQP7P3	441432	ENSG00000156750
AQP7P4	100132938	ENSG00000176115
AQP8	343	ENSG00000103375
AQP9	366	ENSG00000103569
AQP10	89872	ENSG00000143595
AQP11	282679	ENSG00000178301
AQP12A	375318	ENSG00000184945
AQP12B	653437	ENSG00000185176
AQR	9716	
AR	367	ENSG00000169083
ARAF	369	ENSG00000078061
ARAFP1	100421741	ENSG00000231264
ARAFP2	644000	ENSG00000224368
ARAFP3	285893	ENSG00000227298
ARAP1	116985	ENSG00000186635
ARAP1-AS1		ENSG00000256007
ARAP1-AS2	100506020	ENSG00000245148
ARAP2	116984	ENSG00000047365
ARAP3	64411	ENSG00000120318
ARC	23237	ENSG00000198576
ARCN1	372	ENSG00000095139
AREG	374	ENSG00000109321
AREL1	9870	ENSG00000119682
ARF1	375	ENSG00000143761
ARF1P1	442334	ENSG00000219807
ARF1P2	100420012	ENSG00000213137
ARF1P3	442396	ENSG00000253885
ARF3	377	ENSG00000134287
ARF4	378	ENSG00000168374
ARF4P1	380	
ARF4P2	170485	
ARF4P3	390423	ENSG00000214051
ARF4P4	100129023	ENSG00000231222
ARF4P5	100316867	
ARF5	381	ENSG00000004059
ARF6	382	ENSG00000165527
ARFGAP1	55738	ENSG00000101199
ARFGAP2	84364	ENSG00000149182
ARFGAP3	26286	ENSG00000242247
ARFGEF1	10565	ENSG00000066777
ARFGEF2	10564	ENSG00000124198
ARFIP1	27236	
ARFIP2	23647	ENSG00000132254
ARFRP1	10139	ENSG00000101246
ARG1	383	ENSG00000118520
ARG2	384	
ARGFX	503582	ENSG00000186103
ARGFXP1	503583	
ARGFXP2	503640	
ARGLU1	55082	ENSG00000134884
ARHGAP1	392	ENSG00000175220
ARHGAP4	393	ENSG00000089820
ARHGAP5	394	
ARHGAP5-AS1	84837	ENSG00000258655
ARHGAP6	395	ENSG00000047648
ARHGAP8	23779	ENSG00000241484
ARHGAP9	64333	ENSG00000123329
ARHGAP10	79658	ENSG00000071205
ARHGAP11A	9824	ENSG00000198826
ARHGAP11B	89839	
ARHGAP12	94134	ENSG00000165322
ARHGAP15	55843	ENSG00000075884
ARHGAP16P	319102	
ARHGAP17	55114	
ARHGAP18	93663	ENSG00000146376
ARHGAP19	84986	ENSG00000213390
ARHGAP19-SLIT1	100533184	ENSG00000269891
ARHGAP20	57569	ENSG00000137727
ARHGAP21	57584	ENSG00000107863
ARHGAP22	58504	ENSG00000128805
ARHGAP22-IT1	100689073	ENSG00000248682
ARHGAP23	57636	ENSG00000225485
ARHGAP23P1		ENSG00000260781
ARHGAP24	83478	ENSG00000138639
ARHGAP25	9938	ENSG00000163219
ARHGAP26	23092	ENSG00000145819
ARHGAP26-AS1		ENSG00000226272
ARHGAP26-IT1		ENSG00000230789
ARHGAP27	201176	ENSG00000159314
ARHGAP28	79822	
ARHGAP29	9411	ENSG00000137962
ARHGAP30	257106	ENSG00000186517
ARHGAP31	57514	ENSG00000031081
ARHGAP31-AS1		ENSG00000241155
ARHGAP32	9743	ENSG00000134909
ARHGAP33	115703	
ARHGAP35	2909	ENSG00000160007
ARHGAP36	158763	ENSG00000147256
ARHGAP39	80728	ENSG00000147799
ARHGAP40	343578	ENSG00000124143
ARHGAP42	143872	ENSG00000165895
ARHGAP42P1		ENSG00000227817
ARHGAP42P2	100130693	ENSG00000231147
ARHGAP42P3	266698	ENSG00000235759
ARHGAP42P4	254398	ENSG00000258080
ARHGAP42P5	100128514	ENSG00000258233
ARHGAP44	9912	ENSG00000006740
ARHGDIA	396	
ARHGDIB	397	
ARHGDIG	398	ENSG00000242173
ARHGEF1	9138	ENSG00000076928
ARHGEF2	9181	ENSG00000116584
ARHGEF3	50650	ENSG00000163947
ARHGEF3-AS1	100874200	ENSG00000240198
ARHGEF4	50649	ENSG00000136002
ARHGEF5	7984	ENSG00000050327
ARHGEF6	9459	ENSG00000129675
ARHGEF7	8874	ENSG00000102606
ARHGEF7-AS1		ENSG00000227352
ARHGEF7-AS2		ENSG00000235875
ARHGEF7-IT1		ENSG00000233644
ARHGEF9	23229	ENSG00000131089
ARHGEF9-IT1		ENSG00000231729
ARHGEF10	9639	ENSG00000104728
ARHGEF10L	55160	ENSG00000074964
ARHGEF11	9826	ENSG00000132694
ARHGEF12	23365	ENSG00000196914
ARHGEF15	22899	ENSG00000198844
ARHGEF16	27237	ENSG00000130762
ARHGEF17	9828	ENSG00000110237
ARHGEF18	23370	
ARHGEF19	128272	ENSG00000142632
ARHGEF19-AS1		ENSG00000234166
ARHGEF25	115557	ENSG00000240771
ARHGEF26	26084	ENSG00000114790
ARHGEF26-AS1	100507524	ENSG00000243069
ARHGEF28	64283	ENSG00000214944
ARHGEF33	100271715	ENSG00000214694
ARHGEF34P	728377	ENSG00000204959
ARHGEF35	445328	ENSG00000213214
ARHGEF37	389337	ENSG00000183111
ARHGEF38	54848	ENSG00000236699
ARHGEF38-IT1		ENSG00000249885
ARHGEF39	84904	ENSG00000137135
ARHGEF40	55701	ENSG00000165801
ARID1A	8289	ENSG00000117713
ARID1B	57492	ENSG00000049618
ARID2	196528	ENSG00000189079
ARID3A	1820	
ARID3B	10620	ENSG00000179361
ARID3C	138715	ENSG00000205143
ARID4A	5926	ENSG00000032219
ARID4B	51742	ENSG00000054267
ARID4B-IT1		ENSG00000232686
ARID5A	10865	ENSG00000196843
ARID5B	84159	ENSG00000150347
ARIH1	25820	ENSG00000166233
ARIH2	10425	ENSG00000177479
ARIH2OS	646450	ENSG00000221883
ARIH2P1	390844	
ARL1	400	
ARL2	402	ENSG00000213465
ARL2-SNX15	100528018	
ARL2BP	23568	ENSG00000102931
ARL2BPP1	399666	
ARL2BPP2	643898	ENSG00000258071
ARL2BPP3	646879	ENSG00000215486
ARL2BPP4	100130265	ENSG00000249312
ARL2BPP5	100874420	ENSG00000254351
ARL2BPP6	100874421	ENSG00000248355
ARL2BPP7	100131629	ENSG00000230418
ARL2BPP8	100131784	
ARL2BPP9	100421675	
ARL2BPP10	100874449	ENSG00000225225
ARL3	403	ENSG00000138175
ARL4A	10124	ENSG00000122644
ARL4C	10123	ENSG00000188042
ARL4D	379	ENSG00000175906
ARL4P	387684	ENSG00000122872
ARL4P2	152709	
ARL5A	26225	ENSG00000162980
ARL5AP1	641382	ENSG00000227864
ARL5AP2	641380	ENSG00000236818
ARL5AP3		ENSG00000228431
ARL5AP4	641379	ENSG00000224806
ARL5B	221079	ENSG00000165997
ARL5C	390790	ENSG00000141748
ARL6	84100	ENSG00000113966
ARL6IP1	23204	ENSG00000170540
ARL6IP1P1	100288702	ENSG00000255664
ARL6IP1P2	646348	ENSG00000225355
ARL6IP1P3	729790	ENSG00000255014
ARL6IP4	51329	ENSG00000182196
ARL6IP5	10550	ENSG00000144746
ARL6IP6	151188	ENSG00000177917
ARL8A	127829	ENSG00000143862
ARL8B	55207	ENSG00000134108
ARL9	132946	
ARL10	285598	ENSG00000175414
ARL11	115761	ENSG00000152213
ARL13A	392509	ENSG00000174225
ARL13B	200894	ENSG00000169379
ARL14	80117	ENSG00000179674
ARL14EP	120534	ENSG00000152219
ARL14EPL	644100	
ARL15	54622	
ARL16	339231	
ARL17A	51326	ENSG00000185829
ARL17B	100506084	ENSG00000228696
ARMC1	55156	ENSG00000104442
ARMC2	84071	ENSG00000118690
ARMC2-AS1		ENSG00000230290
ARMC3	219681	ENSG00000165309
ARMC4	55130	ENSG00000169126
ARMC4P1	101060171	ENSG00000238021
ARMC5	79798	ENSG00000140691
ARMC6	93436	
ARMC7	79637	
ARMC8	25852	ENSG00000114098
ARMC8P1	100130871	ENSG00000225254
ARMC9	80210	ENSG00000135931
ARMC10	83787	ENSG00000170632
ARMC10P1	389137	ENSG00000178660
ARMC12	221481	ENSG00000157343
ARMCX1	51309	ENSG00000126947
ARMCX2	9823	ENSG00000184867
ARMCX3	51566	ENSG00000102401
ARMCX3-AS1	100128574	ENSG00000228275
ARMCX4	100131755	ENSG00000196440
ARMCX5	64860	ENSG00000125962
ARMCX5-GPRASP2	100528062	
ARMCX6	54470	ENSG00000198960
ARMCX7P	653354	ENSG00000204072
ARMS2	387715	ENSG00000254636
ARNT		ENSG00000143437
ARNT2	9915	ENSG00000172379
ARNTL	406	ENSG00000133794
ARNTL2	56938	ENSG00000029153
ARNTL2-AS1	101928646	ENSG00000245311
ARPC1A	10552	ENSG00000241685
ARPC1B	10095	ENSG00000130429
ARPC2	10109	ENSG00000163466
ARPC3	10094	ENSG00000111229
ARPC3P1	87171	ENSG00000226284
ARPC3P2	391160	ENSG00000238137
ARPC3P3	729494	
ARPC3P4	100421973	
ARPC3P5	441131	ENSG00000214027
ARPC4	10093	ENSG00000241553
ARPC4-TTLL3	100526693	ENSG00000250151
ARPC5	10092	ENSG00000162704
ARPC5L	81873	ENSG00000136950
ARPIN	348110	ENSG00000242498
ARPP19	10776	ENSG00000128989
ARPP21	10777	ENSG00000172995
ARPP21-AS1		ENSG00000230830
ARR3	407	ENSG00000120500
ARRB1	408	ENSG00000137486
ARRB2	409	ENSG00000141480
ARRDC1	92714	ENSG00000197070
ARRDC1-AS1	85026	ENSG00000203993
ARRDC2	27106	
ARRDC3	57561	ENSG00000113369
ARRDC3-AS1	100129716	
ARRDC4	91947	ENSG00000140450
ARRDC5	645432	
ARSA	410	ENSG00000100299
ARSB	411	ENSG00000113273
ARSC2	413	
ARSD	414	ENSG00000006756
ARSD-AS1	100506356	ENSG00000229851
ARSDP1	10034	ENSG00000225117
ARSE	415	ENSG00000157399
ARSEP1	10033	ENSG00000224060
ARSF	416	ENSG00000062096
ARSFP1	23757	ENSG00000232226
ARSG	22901	ENSG00000141337
ARSH	347527	ENSG00000205667
ARSI	340075	
ARSJ	79642	ENSG00000180801
ARSK	153642	ENSG00000164291
ART1	417	ENSG00000129744
ART2P	418	
ART3	419	ENSG00000156219
ART4	420	ENSG00000111339
ART5	116969	ENSG00000167311
ARTN	9048	ENSG00000117407
ARV1	64801	ENSG00000173409
ARVCF	421	ENSG00000099889
ARVD3		
ARVD4		
ARX	170302	ENSG00000004848
AS3MT	57412	ENSG00000214435
ASAH1	427	ENSG00000104763
ASAH2	56624	ENSG00000188611
ASAH2B	653308	ENSG00000204147
ASAH2C	653365	ENSG00000072444
ASAP1	50807	ENSG00000153317
ASAP1-IT1	29065	
ASAP1-IT2	100507117	
ASAP2	8853	ENSG00000151693
ASAP3	55616	ENSG00000088280
ASB1	51665	ENSG00000065802
ASB2	51676	
ASB3	51130	
ASB4	51666	ENSG00000005981
ASB5	140458	ENSG00000164122
ASB6	140459	ENSG00000148331
ASB7	140460	ENSG00000183475
ASB8		
ASB9	140462	ENSG00000102048
ASB9P1	728619	ENSG00000258527
ASB10	136371	ENSG00000146926
ASB11		ENSG00000165192
ASB12	142689	ENSG00000198881
ASB13	79754	ENSG00000196372
ASB14		
ASB15	142685	ENSG00000146809
ASB16	92591	ENSG00000161664
ASB16-AS1	339201	ENSG00000267080
ASB17	127247	ENSG00000154007
ASB18	401036	ENSG00000182177
ASCC1	51008	ENSG00000138303
ASCC2	84164	ENSG00000100325
ASCC3	10973	ENSG00000112249
ASCL1	429	
ASCL2	430	ENSG00000183734
ASCL3	56676	
ASCL4	121549	ENSG00000187855
ASCL5	647219	ENSG00000232237
ASD1		
ASF1A	25842	ENSG00000111875
ASF1B	55723	ENSG00000105011
ASGR1	432	ENSG00000141505
ASGR2	433	ENSG00000161944
ASH1L	55870	ENSG00000116539
ASH1L-AS1	645676	ENSG00000235919
ASH1L-IT1		ENSG00000227773
ASH2L	9070	ENSG00000129691
ASH2LP1	266703	ENSG00000224144
ASIC1	41	
ASIC2	40	ENSG00000108684
ASIC3	9311	ENSG00000213199
ASIC4	55515	ENSG00000072182
ASIC5	51802	ENSG00000256394
ASIP	434	ENSG00000101440
ASL	435	ENSG00000126522
ASLP1	436	ENSG00000244723
ASMT	438	ENSG00000196433
ASMTL	8623	ENSG00000169093
ASMTL-AS1	80161	ENSG00000236017
ASNA1	439	
ASNS	440	ENSG00000070669
ASNSD1	54529	ENSG00000138381
ASNSP1	389652	ENSG00000248498
ASNSP2	442	
ASNSP3	100423061	ENSG00000236554
ASNSP4	100419423	ENSG00000251470
ASNSP5	100873794	ENSG00000229683
ASNSP6	100423060	ENSG00000267333
ASPA	443	ENSG00000108381
ASPDH	554235	ENSG00000204653
ASPG	374569	ENSG00000166183
ASPH	444	ENSG00000198363
ASPHD1	253982	ENSG00000174939
ASPHD2	57168	ENSG00000128203
ASPM	259266	ENSG00000066279
ASPN	54829	ENSG00000106819
ASPRV1	151516	ENSG00000244617
ASPSCR1	79058	
ASRGL1	80150	ENSG00000162174
ASS1	445	ENSG00000130707
ASS1P1	442167	ENSG00000220517
ASS1P2	447	ENSG00000223922
ASS1P3	158452	
ASS1P4	449	ENSG00000213487
ASS1P5	450	ENSG00000227881
ASS1P6	451	ENSG00000215583
ASS1P7	339845	ENSG00000236893
ASS1P8	453	
ASS1P9	454	ENSG00000217791
ASS1P10	455	ENSG00000215325
ASS1P11	340274	ENSG00000225308
ASS1P12	392302	ENSG00000237437
ASS1P13	341230	
ASS1P14	459	
ASTE1	28990	ENSG00000034533
ASTL	431705	ENSG00000188886
ASTN1	460	ENSG00000152092
ASTN2	23245	ENSG00000148219
ASTN2-AS1	100128505	ENSG00000229105
ASUN	55726	ENSG00000064102
ASXL1	171023	ENSG00000171456
ASXL2	55252	ENSG00000143970
ASXL3	80816	
ASZ1	136991	ENSG00000154438
ATAD1	84896	ENSG00000138138
ATAD2	29028	ENSG00000156802
ATAD2B	54454	ENSG00000119778
ATAD3A	55210	ENSG00000197785
ATAD3B	83858	ENSG00000160072
ATAD3C	219293	ENSG00000215915
ATAD5	79915	ENSG00000176208
ATAT1	79969	ENSG00000137343
ATCAY	85300	ENSG00000167654
ATD		
ATE1	11101	ENSG00000107669
